,label,area,centroid-0,centroid-1,centroid-2,axis_major_length,doughnut_area,GFP_intensity_sum
304,305,807.0,15.021065675340768,12.358116480793061,507.80421313506815,15.271487700845324,321.0,980390
305,306,175.0,11.382857142857143,8.88,267.39428571428573,14.731732381020372,180.0,1812743
306,307,708.0,12.879943502824858,37.152542372881356,346.1765536723164,17.218294557768026,350.0,940627
307,308,664.0,13.783132530120483,52.977409638554214,309.96084337349396,16.69448937136606,358.0,1201906
308,309,1784.0,14.510089686098654,58.96300448430493,389.7993273542601,21.48521911397854,675.0,1978731
309,310,1652.0,14.817796610169491,64.7681598062954,462.86561743341406,20.836418619699437,715.0,1388436
310,311,515.0,12.264077669902912,128.82135922330096,343.8349514563107,19.225740973859704,443.0,1445696
311,312,236.0,11.419491525423728,165.48728813559322,229.09745762711864,11.53182435888156,260.0,1269293
312,313,1860.0,14.44462365591398,174.93494623655914,301.35752688172045,21.02957937619814,981.0,2186223
313,314,1204.0,14.203488372093023,183.9543189368771,477.21013289036546,24.768995484922666,790.0,1196181
314,315,969.0,13.448916408668731,235.40247678018576,348.7533539731682,16.867892694767544,520.0,2682847
315,316,1880.0,13.96808510638298,237.74893617021277,376.53351063829786,21.702459101731787,944.0,2983057
316,317,1007.0,13.208540218470706,243.3167825223436,315.29394240317777,21.839903164916784,535.0,6444492
317,318,1238.0,13.697092084006462,243.57269789983846,427.5718901453958,18.470123903203145,616.0,1440632
318,319,1072.0,13.426305970149254,263.3544776119403,354.34328358208955,18.841936220710142,574.0,2701672
319,320,1830.0,15.231147540983606,296.3775956284153,360.1896174863388,20.91929150837752,742.0,2084437
320,321,933.0,13.008574490889604,355.92926045016077,68.49839228295819,17.656416554133493,568.0,3159810
321,322,1572.0,13.771628498727736,394.35941475826974,241.1208651399491,23.251475800145705,708.0,2780379
322,323,1549.0,14.05874757908328,418.3247256294383,189.90316333118142,20.829083887193633,710.0,2062399
323,324,1573.0,13.715193897012078,436.9319771137953,182.48061029879213,20.024552976336768,755.0,1811279
324,325,201.0,10.91044776119403,449.94029850746267,175.0,12.74356721735401,198.0,783948
325,326,32.0,10.375,461.59375,169.96875,7.206222647911396,74.0,826502
326,327,2313.0,15.267617812364895,471.7769130998703,349.3666234327713,24.814817544556938,963.0,2313128
327,328,1619.0,13.10129709697344,480.2828906732551,185.61334156886969,19.635986048158088,807.0,1775866
328,329,819.0,15.854700854700855,507.74847374847377,347.77899877899875,19.46763175907412,415.0,796217
329,330,139.0,12.805755395683454,27.618705035971225,301.43884892086334,11.005028644868917,100.0,306194
330,331,1885.0,15.954376657824934,40.36870026525199,331.28328912466844,23.54876200274151,728.0,1691157
331,332,2287.0,15.258417140358548,58.36991692173152,357.5946655006559,23.062876795398793,915.0,2594257
332,333,581.0,14.294320137693632,72.23752151462995,385.7934595524957,16.507276854831968,249.0,1078364
333,334,896.0,13.832589285714286,147.59709821428572,258.515625,16.137384333807635,509.0,1425866
334,335,239.0,12.594142259414227,157.39748953974896,220.53138075313808,12.778990115212684,258.0,1592665
335,336,959.0,14.337851929092805,222.34202294056308,293.5245046923879,17.031306438760463,535.0,1691929
336,337,1445.0,17.23598615916955,253.37301038062284,349.2560553633218,19.686722514793228,707.0,2609889
337,338,1883.0,15.790759426447158,259.0589484864578,382.11789697291556,20.90465402530227,868.0,2667276
338,339,1074.0,14.28491620111732,277.04748603351953,320.01582867783986,17.981042369298443,472.0,3092818
339,340,361.0,12.958448753462603,280.0304709141274,385.5041551246537,13.050735799833442,269.0,1751001
340,341,852.0,14.512910798122066,293.0856807511737,278.84859154929575,15.908416704255965,554.0,3873529
341,342,969.0,15.917440660474716,296.96904024767804,379.328173374613,16.45201643213715,433.0,3027159
342,343,507.0,13.339250493096648,318.0552268244576,320.37080867850096,15.54543160294533,324.0,3189110
343,344,1247.0,13.793103448275861,371.7778668805132,102.30874097834804,20.954540114466223,606.0,2464798
344,345,570.0,13.175438596491228,373.1140350877193,341.19473684210527,19.27783889672177,436.0,203582
345,346,1943.0,14.893463715903243,426.2496139989707,58.83530622748327,22.267205110475697,935.0,1824116
346,347,789.0,13.870722433460076,428.23067173637514,37.88846641318124,16.502662931243226,532.0,1090655
347,348,860.0,14.20813953488372,456.3627906976744,20.73139534883721,17.573119237634927,508.0,1582967
348,349,213.0,13.43661971830986,474.3755868544601,400.26291079812205,9.89369432359756,242.0,61368
349,350,1123.0,14.729296527159395,507.16562778272487,150.00089047195013,21.36186930711741,495.0,968973
350,351,112.0,13.205357142857142,3.392857142857143,241.53571428571428,14.527118306951952,89.0,346796
351,352,1997.0,16.30846269404106,17.73460190285428,301.5503254882324,22.86423502076643,850.0,2025062
352,353,936.0,15.387820512820513,23.22542735042735,503.95726495726495,17.47028895260329,406.0,682112
353,354,258.0,13.868217054263566,42.05813953488372,508.8837209302326,13.534315960056876,190.0,143963
354,355,938.0,14.891257995735607,59.55117270788912,478.6737739872068,18.715088535599136,539.0,1074304
355,356,1013.0,14.612043435340572,68.13425468904245,409.14708785784796,18.04676219324962,572.0,1141261
356,357,916.0,15.551310043668122,133.24017467248908,449.73799126637556,18.60107112020438,509.0,1291437
357,358,527.0,15.1707779886148,174.11764705882354,504.41555977229604,12.904349573888032,430.0,95095
358,359,949.0,15.184404636459432,180.3308746048472,240.4794520547945,18.442857599029864,538.0,3119007
359,360,1792.0,15.805803571428571,213.0546875,266.89564732142856,20.341832584134774,723.0,2939543
360,361,119.0,13.529411764705882,224.53781512605042,259.01680672268907,11.138701454127457,150.0,1663546
361,362,65.0,12.507692307692308,235.90769230769232,434.87692307692305,8.667635984524038,74.0,135817
362,363,131.0,13.580152671755725,233.8320610687023,277.58015267175574,11.134213130425879,177.0,2517266
363,364,1698.0,15.194935217903415,262.25441696113074,329.6472320376914,21.12075177772531,647.0,5114136
364,365,1783.0,16.803140773976445,300.98485698261356,328.8536174985979,18.740953514137395,936.0,3905423
365,366,364.0,13.508241758241759,316.02472527472526,310.16483516483515,13.761684011479439,250.0,2404276
366,367,1851.0,15.77687736358725,337.397622906537,143.76769313884387,21.167665278876132,856.0,1541484
367,368,2169.0,17.02213001383126,347.20424158598433,377.777316735823,22.790969846544137,819.0,6310145
368,369,1745.0,15.773065902578796,359.2704871060172,111.65959885386819,21.56859491258684,670.0,2735289
